domain,aspect,clean_sentence,predicted_sentiment,confidence,method
Apex AD2600 Progressive-scan DVD player,customer service,bought player christmas present wife,negative,0.357,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought player christmas present wife,neutral,0.43,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,bought player christmas present wife,negative,0.357,bert-based
Apex AD2600 Progressive-scan DVD player,play,bought product amazon,neutral,0.462,bert-based
Apex AD2600 Progressive-scan DVD player,picture,bought product amazon,positive,0.506,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,bought product amazon,neutral,0.414,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,get pay,positive,0.36,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,get pay,positive,0.36,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,progressive scan expect play play play give old pioneer rest,positive,0.607,bert-based
Apex AD2600 Progressive-scan DVD player,player,progressive scan expect play play play give old pioneer rest,positive,0.787,bert-based
Apex AD2600 Progressive-scan DVD player,design,progressive scan expect play play play give old pioneer rest,positive,0.538,bert-based
Apex AD2600 Progressive-scan DVD player,player,progressive scan expect play play play give old pioneer rest,positive,0.787,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,progressive scan expect play play play give old pioneer rest,positive,0.607,bert-based
Apex AD2600 Progressive-scan DVD player,read,progressive scan expect play play play give old pioneer rest,positive,0.603,bert-based
Apex AD2600 Progressive-scan DVD player,read,progressive scan expect play play play give old pioneer rest,positive,0.603,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,progressive scan expect play play play give old pioneer rest,positive,0.607,bert-based
Apex AD2600 Progressive-scan DVD player,player,progressive scan expect play play play give old pioneer rest,positive,0.787,bert-based
Apex AD2600 Progressive-scan DVD player,player,nt understand would work dvds seem features,negative,0.771,bert-based
Apex AD2600 Progressive-scan DVD player,run,bought apex ad2600 november 03 amazon,positive,0.638,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,bought apex ad2600 november 03 amazon,positive,0.572,bert-based
Apex AD2600 Progressive-scan DVD player,run,dvd burner,negative,0.404,bert-based
Apex AD2600 Progressive-scan DVD player,dvd media,dvd burner,neutral,0.396,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,dvd burner,neutral,0.418,bert-based
Apex AD2600 Progressive-scan DVD player,apex,friends well branded dvdplayers keep complaining sometime stucks sucks,negative,0.917,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought replace expensive 300 onkyo dvd player quit 3 years,negative,0.543,bert-based
Apex AD2600 Progressive-scan DVD player,sound,bought replace expensive 300 onkyo dvd player quit 3 years,negative,0.357,bert-based
Apex AD2600 Progressive-scan DVD player,picture clarity,bought replace expensive 300 onkyo dvd player quit 3 years,positive,0.418,bert-based
Apex AD2600 Progressive-scan DVD player,case,bought replace expensive 300 onkyo dvd player quit 3 years,negative,0.406,bert-based
Apex AD2600 Progressive-scan DVD player,price,bought replace expensive 300 onkyo dvd player quit 3 years,negative,0.478,bert-based
Apex AD2600 Progressive-scan DVD player,picture,worked two weeks,neutral,0.431,bert-based
Apex AD2600 Progressive-scan DVD player,apex,spend extra 20 buy name brand dvd player,positive,0.369,bert-based
Apex AD2600 Progressive-scan DVD player,player,cheap poor would buy one,neutral,0.456,bert-based
Apex AD2600 Progressive-scan DVD player,size,got one serve second dvd player house,neutral,0.512,bert-based
Apex AD2600 Progressive-scan DVD player,machine,got one serve second dvd player house,neutral,0.482,bert-based
Apex AD2600 Progressive-scan DVD player,usage,got one serve second dvd player house,neutral,0.491,bert-based
Apex AD2600 Progressive-scan DVD player,player,got one serve second dvd player house,neutral,0.438,bert-based
Apex AD2600 Progressive-scan DVD player,picture,got one serve second dvd player house,positive,0.469,bert-based
Apex AD2600 Progressive-scan DVD player,sound,got one serve second dvd player house,neutral,0.372,bert-based
Apex AD2600 Progressive-scan DVD player,read,though used sparingly,neutral,0.613,bert-based
Apex AD2600 Progressive-scan DVD player,disc,though used sparingly,neutral,0.575,bert-based
Apex AD2600 Progressive-scan DVD player,player,keeping machine,positive,0.421,bert-based
Apex AD2600 Progressive-scan DVD player,player,would expect since movie discs played problem extras discs would without additional tweaking,neutral,0.461,bert-based
Apex AD2600 Progressive-scan DVD player,player,would expect since movie discs played problem extras discs would without additional tweaking,neutral,0.461,bert-based
Apex AD2600 Progressive-scan DVD player,picture,advised however may encounter problems,negative,0.54,bert-based
Apex AD2600 Progressive-scan DVD player,remote,advised however may encounter problems,neutral,0.448,bert-based
Apex AD2600 Progressive-scan DVD player,jpeg picture,advised however may encounter problems,negative,0.527,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,advised however may encounter problems,neutral,0.448,bert-based
Apex AD2600 Progressive-scan DVD player,video output,would nt gotten dvd based reviews read christmas,negative,0.491,bert-based
Apex AD2600 Progressive-scan DVD player,video output,would nt gotten dvd based reviews read christmas,negative,0.491,bert-based
Apex AD2600 Progressive-scan DVD player,player,returning market multiformat dvd svcd vcd mp3 etc player,neutral,0.473,bert-based
Apex AD2600 Progressive-scan DVD player,set up,bought apex ad2600 dvd player family christmas,neutral,0.397,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought apex ad2600 dvd player family christmas,positive,0.43,bert-based
Apex AD2600 Progressive-scan DVD player,lipsync,bought apex ad2600 dvd player family christmas,positive,0.418,bert-based
Apex AD2600 Progressive-scan DVD player,video,bought apex ad2600 dvd player family christmas,positive,0.464,bert-based
Apex AD2600 Progressive-scan DVD player,amazon,bought apex ad2600 dvd player family christmas,positive,0.607,bert-based
Apex AD2600 Progressive-scan DVD player,feature,orignal review,neutral,0.486,bert-based
Apex AD2600 Progressive-scan DVD player,reliability,orignal review,neutral,0.487,bert-based
Apex AD2600 Progressive-scan DVD player,output,orignal review,neutral,0.411,bert-based
Apex AD2600 Progressive-scan DVD player,screen,thankfully amazon free return shipping,positive,0.748,bert-based
Apex AD2600 Progressive-scan DVD player,player,thankfully amazon free return shipping,positive,0.772,bert-based
Apex AD2600 Progressive-scan DVD player,unit,far hooked one,negative,0.784,bert-based
Apex AD2600 Progressive-scan DVD player,format,far hooked one,positive,0.837,bert-based
Apex AD2600 Progressive-scan DVD player,remote,guess time tell,neutral,0.739,bert-based
Apex AD2600 Progressive-scan DVD player,player,guess time tell,neutral,0.56,bert-based
Apex AD2600 Progressive-scan DVD player,video output,bought 2600 plays everything,positive,0.434,bert-based
Apex AD2600 Progressive-scan DVD player,player,ordered two apex ad2600 family christmas finally decided join rest world watch dvd well,positive,0.546,bert-based
Apex AD2600 Progressive-scan DVD player,player,second one running,positive,0.621,bert-based
Apex AD2600 Progressive-scan DVD player,player,ordering another one replace,negative,0.675,bert-based
Apex AD2600 Progressive-scan DVD player,design,ordering another one replace,negative,0.536,bert-based
Apex AD2600 Progressive-scan DVD player,feature,ordering another one replace,negative,0.453,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,ordering another one replace,neutral,0.388,bert-based
Apex AD2600 Progressive-scan DVD player,video,loading seemed like long time display indicated disk,negative,0.542,bert-based
Apex AD2600 Progressive-scan DVD player,disk,loading seemed like long time display indicated disk,negative,0.421,bert-based
Apex AD2600 Progressive-scan DVD player,player,ordered two puppies christmas gifts,positive,0.525,bert-based
Apex AD2600 Progressive-scan DVD player,motor,ordered two puppies christmas gifts,positive,0.506,bert-based
Apex AD2600 Progressive-scan DVD player,disc,ordered two puppies christmas gifts,positive,0.502,bert-based
Apex AD2600 Progressive-scan DVD player,player,strike 1,negative,0.724,bert-based
Apex AD2600 Progressive-scan DVD player,apex,strike 1,negative,0.398,bert-based
Apex AD2600 Progressive-scan DVD player,power supply,strike 1,negative,0.698,bert-based
Apex AD2600 Progressive-scan DVD player,ad1600,returned,positive,0.467,bert-based
Apex AD2600 Progressive-scan DVD player,ad1220,returned,positive,0.46,bert-based
Apex AD2600 Progressive-scan DVD player,amazon,really nt make cents build great reputation destroy lack research testing one season,negative,0.73,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,could ask,neutral,0.478,bert-based
Apex AD2600 Progressive-scan DVD player,door,could ask,neutral,0.47,bert-based
Apex AD2600 Progressive-scan DVD player,format,could ask,neutral,0.53,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,could ask,neutral,0.471,bert-based
Apex AD2600 Progressive-scan DVD player,feature,knew nothing dvds machine figured quickly,neutral,0.473,bert-based
Apex AD2600 Progressive-scan DVD player,size,knew nothing dvds machine figured quickly,neutral,0.417,bert-based
Apex AD2600 Progressive-scan DVD player,size,knew nothing dvds machine figured quickly,neutral,0.417,bert-based
Apex AD2600 Progressive-scan DVD player,player,knew nothing dvds machine figured quickly,negative,0.389,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,mistake,negative,0.524,bert-based
Apex AD2600 Progressive-scan DVD player,player,agree previous posts get pay,positive,0.711,bert-based
Apex AD2600 Progressive-scan DVD player,player,agree previous posts get pay,positive,0.711,bert-based
Apex AD2600 Progressive-scan DVD player,player,watching pirates caribbean decided watch extras disc,positive,0.393,bert-based
Apex AD2600 Progressive-scan DVD player,no disc,watching pirates caribbean decided watch extras disc,positive,0.426,bert-based
Apex AD2600 Progressive-scan DVD player,player,avoid apex products future,negative,0.788,bert-based
Apex AD2600 Progressive-scan DVD player,play,avoid apex products future,negative,0.737,bert-based
Apex AD2600 Progressive-scan DVD player,player,problem occurs repost new rating,negative,0.497,bert-based
Apex AD2600 Progressive-scan DVD player,player,problem occurs repost new rating,negative,0.497,bert-based
Apex AD2600 Progressive-scan DVD player,freeze,without adoo,neutral,0.602,bert-based
Apex AD2600 Progressive-scan DVD player,player,without adoo,neutral,0.621,bert-based
Apex AD2600 Progressive-scan DVD player,remote,without adoo,neutral,0.646,bert-based
Apex AD2600 Progressive-scan DVD player,universal remote control,4 play jpeg photos wow trying figure really something,negative,0.434,bert-based
Apex AD2600 Progressive-scan DVD player,code,told goldstar codes work told zenith codes work radio shack give apex codes work,positive,0.42,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought two ad2600 christmas,positive,0.491,bert-based
Apex AD2600 Progressive-scan DVD player,manual,bought two ad2600 christmas,positive,0.438,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,bought two ad2600 christmas,positive,0.346,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought two ad2600 christmas,positive,0.491,bert-based
Apex AD2600 Progressive-scan DVD player,player,purchased one replace ailing dvd player years old,negative,0.575,bert-based
Apex AD2600 Progressive-scan DVD player,picture,purchased one replace ailing dvd player years old,positive,0.394,bert-based
Apex AD2600 Progressive-scan DVD player,loading,purchased one replace ailing dvd player years old,neutral,0.541,bert-based
